checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
None,24.0,Existing_loans_paid_till_now,used_car,3488.0,100_to_500DM,4_to_7yrs,3.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,23.0,none,own,o1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,2.0,3.0
0_to_200DM,18.0,Existing_loans_paid_till_now,radio/television,1113.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,guarantor,4.0,real_estate,26.0,none,own,g1,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,1.0,0.0,1.0,4.0
0_to_200DM,26.0,Existing_loans_paid_till_now,used_car,7966.0,<100DM,<1yr,2.0,male_single,None,3.0,car_or_other_nonsavings,30.0,none,own,f22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,0.0,2.0
None,15.0,Critical_acct_other_loans_existing,education,1532.0,100_to_500DM,1_to_4yrs,4.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,1.0,4.0
None,4.0,Critical_acct_other_loans_existing,radio/television,1503.0,<100DM,4_to_7yrs,2.0,male_single,None,1.0,real_estate,42.0,none,own,ko22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
<0DM,36.0,Existing_loans_paid_till_now,radio/television,2302.0,<100DM,1_to_4yrs,4.0,male_divorced/separated,None,4.0,car_or_other_nonsavings,31.0,none,rent,d1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
<0DM,6.0,Existing_loans_paid_till_now,new_car,662.0,<100DM,<1yr,3.0,male_single,None,4.0,real_estate,41.0,none,own,k1,unskilled_resident,2.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,0.0,3.0
0_to_200DM,36.0,Existing_loans_paid_till_now,education,2273.0,<100DM,4_to_7yrs,3.0,male_single,None,1.0,car_or_other_nonsavings,32.0,none,own,22,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,3.0
0_to_200DM,15.0,Existing_loans_paid_till_now,new_car,2631.0,100_to_500DM,1_to_4yrs,2.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,28.0,none,rent,22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0
None,12.0,Delay_in_past,used_car,1503.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,4.0,real_estate,41.0,none,rent,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,1311.0,100_to_500DM,4_to_7yrs,4.0,male_married/widowed,None,3.0,building_society_savings_agreement/life_insurance,26.0,none,own,t1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,1.0,2.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,3105.0,Unknown_or_no_savings_acct,<1yr,4.0,male_single,None,2.0,car_or_other_nonsavings,25.0,none,own,t22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,4.0
>200DM,21.0,Critical_acct_other_loans_existing,education,2319.0,<100DM,<1yr,2.0,male_divorced/separated,None,1.0,car_or_other_nonsavings,33.0,none,rent,y1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,2.0,0.0,0.0,2.0
<0DM,6.0,Existing_loans_paid_till_now,new_car,1374.0,Unknown_or_no_savings_acct,unemployed,4.0,female_divorced/separated/married,None,3.0,building_society_savings_agreement/life_insurance,75.0,none,own,cfz1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,-1.0,-1.0,4.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,3612.0,<100DM,>7yrs,3.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,37.0,none,own,s1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,3.0,3.0
<0DM,48.0,Existing_loans_paid_till_now,new_car,7763.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,42.0,bank,for_free,ju1,management_self-employed_highly_qualified/officer,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
>200DM,18.0,Existing_loans_paid_till_now,furniture/equipment,3049.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,45.0,stores,own,b1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,0.0,1.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,1534.0,<100DM,<1yr,1.0,male_married/widowed,None,1.0,real_estate,23.0,none,rent,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,1.0
None,24.0,Delay_in_past,new_car,2032.0,<100DM,>7yrs,4.0,male_single,None,4.0,unknown/no_property,60.0,none,for_free,pq22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,30.0,Existing_loans_paid_till_now,furniture/equipment,6350.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,31.0,none,own,y1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,3.0,4.0
>200DM,18.0,Existing_loans_paid_till_now,furniture/equipment,2864.0,<100DM,1_to_4yrs,2.0,male_single,None,1.0,real_estate,34.0,none,own,y1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,2.0,0.0,1.0,2.0
None,12.0,Critical_acct_other_loans_existing,new_car,1255.0,<100DM,>7yrs,4.0,male_single,None,4.0,real_estate,61.0,none,own,ep22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,24.0,Delay_in_past,new_car,1333.0,<100DM,unemployed,4.0,male_single,None,2.0,real_estate,43.0,none,for_free,l22,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,-1.0,4.0
None,24.0,Critical_acct_other_loans_existing,new_car,2022.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,37.0,none,own,z1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,1552.0,<100DM,4_to_7yrs,3.0,male_single,None,1.0,car_or_other_nonsavings,32.0,bank,own,x1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
<0DM,12.0,All_loans_paid_duly,radio/television,626.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,24.0,bank,own,1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
None,48.0,Critical_acct_other_loans_existing,used_car,8858.0,Unknown_or_no_savings_acct,4_to_7yrs,2.0,male_single,None,1.0,unknown/no_property,35.0,none,for_free,d22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,2.0
None,12.0,Critical_acct_other_loans_existing,repairs,996.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,23.0,none,own,z22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
None,6.0,All_loans_paid_duly,radio/television,1750.0,500_to_1000DM,>7yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,45.0,bank,own,1,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,-1.0,2.0,3.0,2.0
<0DM,48.0,Existing_loans_paid_till_now,radio/television,6999.0,<100DM,4_to_7yrs,1.0,male_married/widowed,guarantor,1.0,real_estate,34.0,none,own,q22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,1.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,new_car,1995.0,100_to_500DM,<1yr,4.0,male_single,None,1.0,car_or_other_nonsavings,27.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,1.0,0.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,education,1199.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,67.0,none,own,kw22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,2.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,1331.0,<100DM,<1yr,2.0,male_single,None,1.0,car_or_other_nonsavings,22.0,stores,own,i1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,2.0
0_to_200DM,18.0,No_loans_taken_or_all_paid,new_car,2278.0,100_to_500DM,<1yr,3.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,28.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,0.0,3.0
None,21.0,No_loans_taken_or_all_paid,new_car,5003.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,29.0,bank,own,u22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0
<0DM,24.0,All_loans_paid_duly,furniture/equipment,3552.0,<100DM,4_to_7yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,27.0,bank,own,zn1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,3.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,1928.0,<100DM,<1yr,2.0,male_single,None,2.0,real_estate,31.0,none,own,x22,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,2.0
<0DM,24.0,Existing_loans_paid_till_now,used_car,2964.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,unknown/no_property,49.0,bank,for_free,1,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,0.0,-1.0,3.0,4.0
<0DM,24.0,All_loans_paid_duly,radio/television,1546.0,<100DM,4_to_7yrs,4.0,male_single,guarantor,4.0,car_or_other_nonsavings,24.0,bank,rent,j1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
>200DM,6.0,Delay_in_past,radio/television,683.0,<100DM,<1yr,2.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,29.0,bank,own,nr1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,0.0,2.0
0_to_200DM,36.0,Existing_loans_paid_till_now,new_car,12389.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,male_single,None,4.0,unknown/no_property,37.0,none,for_free,np1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
0_to_200DM,24.0,Delay_in_past,business,4712.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,37.0,bank,own,t22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,1.0,4.0
0_to_200DM,24.0,Delay_in_past,radio/television,1553.0,100_to_500DM,4_to_7yrs,3.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,23.0,none,rent,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,2.0,3.0
<0DM,12.0,Existing_loans_paid_till_now,new_car,1372.0,<100DM,4_to_7yrs,2.0,male_divorced/separated,None,3.0,car_or_other_nonsavings,36.0,none,own,e1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,2.0
None,24.0,Critical_acct_other_loans_existing,radio/television,2578.0,>1000DM,>7yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,34.0,none,own,x1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,3.0,2.0
0_to_200DM,48.0,Existing_loans_paid_till_now,radio/television,3979.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,1.0,car_or_other_nonsavings,41.0,none,own,nb22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,2.0,4.0
<0DM,48.0,Existing_loans_paid_till_now,radio/television,6758.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,31.0,none,own,g1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,3.0
<0DM,24.0,Existing_loans_paid_till_now,furniture/equipment,3234.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,real_estate,23.0,none,rent,1,unskilled_resident,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
None,30.0,Critical_acct_other_loans_existing,radio/television,5954.0,<100DM,4_to_7yrs,3.0,male_single,co-applicant,2.0,car_or_other_nonsavings,38.0,none,own,eo1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
None,24.0,Existing_loans_paid_till_now,used_car,5433.0,Unknown_or_no_savings_acct,unemployed,2.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,26.0,none,rent,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,-1.0,2.0
<0DM,15.0,Existing_loans_paid_till_now,business,806.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,22.0,none,own,f1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
0_to_200DM,9.0,Existing_loans_paid_till_now,radio/television,1082.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,27.0,none,own,dp22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,3.0,4.0
None,15.0,Critical_acct_other_loans_existing,furniture/equipment,2788.0,<100DM,4_to_7yrs,2.0,female_divorced/separated/married,co-applicant,3.0,car_or_other_nonsavings,24.0,bank,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,2930.0,<100DM,4_to_7yrs,2.0,female_divorced/separated/married,None,1.0,real_estate,27.0,none,own,w1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,2.0
None,24.0,Critical_acct_other_loans_existing,education,1927.0,Unknown_or_no_savings_acct,1_to_4yrs,3.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,33.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,3.0
0_to_200DM,36.0,Critical_acct_other_loans_existing,new_car,2820.0,<100DM,<1yr,4.0,male_divorced/separated,None,4.0,car_or_other_nonsavings,27.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,4.0
None,24.0,Existing_loans_paid_till_now,retraining,937.0,<100DM,<1yr,4.0,male_married/widowed,None,3.0,car_or_other_nonsavings,27.0,none,own,va22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,new_car,1056.0,<100DM,>7yrs,3.0,male_single,guarantor,3.0,real_estate,30.0,bank,own,bd22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,3.0,3.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,new_car,3124.0,<100DM,<1yr,1.0,male_single,None,3.0,real_estate,49.0,bank,own,gi22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,1.0,0.0,0.0,1.0
None,9.0,Existing_loans_paid_till_now,furniture/equipment,1388.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,real_estate,26.0,none,rent,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,36.0,Existing_loans_paid_till_now,repairs,2384.0,<100DM,<1yr,4.0,male_single,None,1.0,unknown/no_property,33.0,none,rent,a1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,0.0,4.0
None,12.0,Existing_loans_paid_till_now,new_car,2133.0,Unknown_or_no_savings_acct,>7yrs,4.0,female_divorced/separated/married,None,4.0,unknown/no_property,52.0,none,for_free,rl1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,18.0,Existing_loans_paid_till_now,furniture/equipment,2039.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,None,4.0,real_estate,20.0,bank,rent,z1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,1.0
<0DM,9.0,Critical_acct_other_loans_existing,new_car,2799.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,36.0,none,rent,22,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1289.0,<100DM,1_to_4yrs,4.0,male_single,guarantor,1.0,building_society_savings_agreement/life_insurance,21.0,none,own,s1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,4.0
<0DM,18.0,Existing_loans_paid_till_now,domestic_appliances,1217.0,<100DM,1_to_4yrs,4.0,male_married/widowed,None,3.0,real_estate,47.0,none,own,wx1,unskilled_resident,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
<0DM,12.0,Critical_acct_other_loans_existing,furniture/equipment,2246.0,<100DM,>7yrs,3.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,60.0,none,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,3.0
<0DM,12.0,Critical_acct_other_loans_existing,radio/television,385.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,3.0,real_estate,58.0,none,own,rfh4444,unskilled_resident,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,2.0,4.0
0_to_200DM,24.0,Delay_in_past,new_car,1965.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,42.0,none,rent,n22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,1.0,4.0
None,21.0,Existing_loans_paid_till_now,business,1572.0,>1000DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,36.0,bank,own,a1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,3.0,4.0
0_to_200DM,24.0,Existing_loans_paid_till_now,new_car,2718.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,20.0,none,rent,zs1,unskilled_resident,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,3.0
<0DM,24.0,All_loans_paid_duly,other,1358.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,3.0,car_or_other_nonsavings,40.0,stores,own,g1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,0.0,-1.0,3.0,4.0
0_to_200DM,6.0,All_loans_paid_duly,new_car,931.0,100_to_500DM,<1yr,1.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,32.0,stores,own,yi1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,0.0,1.0
<0DM,24.0,Existing_loans_paid_till_now,new_car,1442.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,23.0,none,rent,e22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,4.0
0_to_200DM,24.0,No_loans_taken_or_all_paid,business,4241.0,<100DM,1_to_4yrs,1.0,male_single,None,4.0,real_estate,36.0,none,own,lxy333,unskilled_resident,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,1.0
None,18.0,Critical_acct_other_loans_existing,new_car,2775.0,<100DM,4_to_7yrs,2.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,31.0,bank,own,qz22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,2.0,2.0
None,24.0,Delay_in_past,business,3863.0,<100DM,1_to_4yrs,1.0,male_single,None,2.0,unknown/no_property,32.0,none,for_free,t1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,1.0
0_to_200DM,7.0,Existing_loans_paid_till_now,radio/television,2329.0,<100DM,<1yr,1.0,female_divorced/separated/married,guarantor,1.0,real_estate,45.0,none,own,po1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,0.0,1.0
0_to_200DM,9.0,Existing_loans_paid_till_now,furniture/equipment,918.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,1.0,building_society_savings_agreement/life_insurance,30.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,1.0,4.0
0_to_200DM,24.0,All_loans_paid_duly,education,1837.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,unknown/no_property,34.0,bank,for_free,1,unskilled_resident,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,2.0,4.0
None,36.0,Existing_loans_paid_till_now,furniture/equipment,3349.0,<100DM,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,28.0,none,own,hl1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,1.0,4.0
>200DM,10.0,Existing_loans_paid_till_now,furniture/equipment,1275.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,23.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,0.0,4.0
<0DM,24.0,All_loans_paid_duly,furniture/equipment,2828.0,500_to_1000DM,1_to_4yrs,4.0,male_single,None,4.0,real_estate,22.0,stores,own,x1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,2.0,1.0,4.0
None,24.0,Critical_acct_other_loans_existing,business,4526.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,real_estate,74.0,none,own,g1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
0_to_200DM,36.0,Existing_loans_paid_till_now,radio/television,2671.0,100_to_500DM,1_to_4yrs,4.0,female_divorced/separated/married,co-applicant,4.0,unknown/no_property,50.0,none,for_free,p1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,1.0,4.0
None,18.0,Existing_loans_paid_till_now,radio/television,2051.0,<100DM,<1yr,4.0,male_single,None,1.0,real_estate,33.0,none,own,h1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
None,15.0,Existing_loans_paid_till_now,used_car,1300.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,unknown/no_property,45.0,bank,for_free,o1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,domestic_appliances,741.0,100_to_500DM,unemployed,4.0,female_divorced/separated/married,None,3.0,building_society_savings_agreement/life_insurance,22.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,1.0,-1.0,4.0
>200DM,10.0,Existing_loans_paid_till_now,new_car,1240.0,100_to_500DM,>7yrs,1.0,female_divorced/separated/married,None,4.0,unknown/no_property,48.0,none,for_free,s1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,2.0,1.0,3.0,1.0
<0DM,21.0,Existing_loans_paid_till_now,radio/television,3357.0,>1000DM,<1yr,4.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,29.0,bank,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,3.0,0.0,4.0
<0DM,24.0,All_loans_paid_duly,used_car,3632.0,<100DM,1_to_4yrs,1.0,female_divorced/separated/married,guarantor,4.0,car_or_other_nonsavings,22.0,bank,rent,1,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,0.0,0.0,1.0,1.0
None,18.0,Delay_in_past,furniture/equipment,1808.0,<100DM,4_to_7yrs,4.0,female_divorced/separated/married,None,1.0,real_estate,22.0,none,own,y1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,2.0,4.0
0_to_200DM,48.0,No_loans_taken_or_all_paid,business,12204.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_single,None,2.0,car_or_other_nonsavings,48.0,bank,own,um1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,-1.0,1.0,2.0
0_to_200DM,60.0,Delay_in_past,radio/television,9157.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_single,None,2.0,unknown/no_property,27.0,none,for_free,w1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,1.0,2.0
<0DM,6.0,Critical_acct_other_loans_existing,new_car,3676.0,<100DM,1_to_4yrs,1.0,male_single,None,3.0,real_estate,37.0,none,rent,o333,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,1.0
0_to_200DM,30.0,Existing_loans_paid_till_now,furniture/equipment,3441.0,100_to_500DM,1_to_4yrs,2.0,female_divorced/separated/married,co-applicant,4.0,car_or_other_nonsavings,21.0,none,rent,s1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0
None,12.0,Existing_loans_paid_till_now,new_car,640.0,<100DM,1_to_4yrs,4.0,male_divorced/separated,None,2.0,real_estate,49.0,none,own,c1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,21.0,Critical_acct_other_loans_existing,business,3652.0,<100DM,4_to_7yrs,2.0,male_single,None,3.0,building_society_savings_agreement/life_insurance,27.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,2.0
None,18.0,Critical_acct_other_loans_existing,new_car,1530.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,32.0,bank,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,0.0,1.0,3.0
None,48.0,Existing_loans_paid_till_now,business,3914.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_divorced/separated,None,2.0,real_estate,38.0,bank,own,w1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,-1.0,-1.0,1.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1858.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,22.0,none,rent,j1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
<0DM,18.0,Existing_loans_paid_till_now,radio/television,2600.0,<100DM,1_to_4yrs,4.0,male_single,None,4.0,unknown/no_property,65.0,none,for_free,ay22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,1.0,4.0
